"Year","state","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","JOBS_1000","H_MEAN","Mean_Salary","H_PCT10","H_PCT90","H_MEDIAN","A_PCT10","A_PCT90","Median_Salary","Keyword"
"2012",NA,"15-2031","operations research analysts",NA,"1800","0.47199999999999998","36.490000000000002","75900","19.289999999999999","56.200000000000003","32.899999999999999","40130","116890","68430","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"588210","1000","21.539999999999999","44790","8.9000000000000004","39.219999999999999","17.469999999999999","18510","81580","36350","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"80","0.13","50.159999999999997","104330","34.009999999999998","68.469999999999999","51.630000000000003","70740","142410","107380","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"230","0.39800000000000002","31.370000000000001","65260","20.460000000000001","43.049999999999997","31.420000000000002","42550","89550","65350","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"190","0.32900000000000001","39.299999999999997","81750","21.280000000000001","65.099999999999994","34.670000000000002","44250","135410","72110","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"598540","1000","18.48","38440","8.3499999999999996","33.560000000000002","14.58","17370","69810","30330","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"280","0.47299999999999998","33.520000000000003","69720","17.609999999999999","53.719999999999999","31.93","36620","111730","66420","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"340","0.57499999999999996","34.359999999999999","71470","19.879999999999999","51.600000000000001","33.200000000000003","41360","107320","69060","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"5640740","1000","22.68","47180","9.0099999999999998","42.829999999999998","17.059999999999999","18740","89090","35490","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"740","0.13200000000000001","52.359999999999999","108900","30.719999999999999","77.900000000000006","49.829999999999998","63890","162030","103650","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"4800","0.85099999999999998","39.259999999999998","81670","22.469999999999999","57.259999999999998","37.859999999999999","46730","119090","78760","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1780","0.315","36.020000000000003","74920","20.84","54.689999999999998","34.079999999999998","43360","113760","70880","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"2811920","1000","19.379999999999999","40320","8.4399999999999995","34.700000000000003","15.26","17550","72180","31740","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"**","**","46.579999999999998","96890","27.109999999999999","71.430000000000007","43.729999999999997","56380","148570","90960","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"1760","0.626","33.049999999999997","68740","17.77","49.75","32.670000000000002","36970","103470","67960","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"980","0.34899999999999998","32.399999999999999","67390","19.34","44.810000000000002","32.119999999999997","40230","93210","66810","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1470740","1000","19.02","39560","8.4900000000000002","33.270000000000003","15.33","17660","69200","31880","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"950","0.64700000000000002","32.539999999999999","67680","18.350000000000001","47.439999999999998","31.940000000000001","38180","98680","66440","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"570","0.39000000000000001","32.649999999999999","67920","19.77","52.090000000000003","29.27","41120","108350","60880","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1320920","1000","19.530000000000001","40630","8.4199999999999999","35.229999999999997","15.06","17520","73270","31330","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"90","0.070999999999999994","36.619999999999997","76160","25.34","49.450000000000003","36.590000000000003","52700","102870","76110","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"840","0.63300000000000001","36.909999999999997","76780","21.149999999999999","54.57","35.859999999999999","44000","113510","74590","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"730","0.55300000000000005","39.280000000000001","81690","22.82","58.5","38.549999999999997","47460","121670","80180","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1764750","1000","18.719999999999999","38940","8.3599999999999994","33.200000000000003","14.779999999999999","17390","69050","30740","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"1060","0.59899999999999998","31.719999999999999","65980","17.469999999999999","49.359999999999999","30.620000000000001","36340","102660","63690","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"570","0.32200000000000001","31.300000000000001","65100","18.84","48.060000000000002","27.879999999999999","39180","99950","57990","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1868210","1000","18.859999999999999","39230","8.3000000000000007","33.740000000000002","14.93","17260","70180","31050","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"40","0.021999999999999999","38.119999999999997","79300","25.969999999999999","58.469999999999999","35.880000000000003","54020","121620","74620","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"430","0.22800000000000001","31.879999999999999","66300","19.550000000000001","47.340000000000003","30.68","40670","98460","63810","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"690","0.36699999999999999","25.859999999999999","53790","11.4","41.420000000000002","20.34","23720","86140","42310","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"581110","1000","19.640000000000001","40860","8.8399999999999999","34.07","15.84","18380","70870","32950","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"270","0.46000000000000002","30.93","64340","18.98","46.359999999999999","29.690000000000001","39480","96440","61760","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"240","0.40600000000000003","32.32","67230","21.98","43.270000000000003","32.5","45720","89990","67600","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"2510680","1000","25.170000000000002","52360","8.8100000000000005","48.799999999999997","19.52","18320","101510","40590","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"3430","1.3640000000000001","50.149999999999999","104310","27.879999999999999","71","51.359999999999999","58000","147680","106830","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"3300","1.3140000000000001","40.789999999999999","84850","23.59","60.770000000000003","39.520000000000003","49060","126390","82190","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"2810","1.121","42.280000000000001","87950","20.170000000000002","67.790000000000006","40.170000000000002","41950","141000","83560","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"3202080","1000","26.73","55600","9.5999999999999996","50.5","20.879999999999999","19970","105030","43420","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"860","0.27000000000000002","51.549999999999997","107230","29.850000000000001","73.549999999999997","51.329999999999998","62080","152970","106770","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"4420","1.379","40.130000000000003","83480","23.690000000000001","59.560000000000002","38.789999999999999","49280","123880","80680","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"2580","0.80500000000000005","34.990000000000002","72770","15.949999999999999","59.039999999999999","32.18","33180","122800","66940","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"3918120","1000","21.140000000000001","43970","8.6400000000000006","38.329999999999998","16.52","17970","79720","34370","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"120","0.029999999999999999","47.969999999999999","99780","31.640000000000001","64.819999999999993","47.57","65820","134830","98940","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"2870","0.73299999999999998","34.170000000000002","71070","19.649999999999999","50.630000000000003","33.32","40870","105300","69300","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1380","0.35299999999999998","38.560000000000002","80200","21.870000000000001","57.450000000000003","37.409999999999997","45480","119500","77800","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"2641110","1000","22.420000000000002","46630","8.8100000000000005","41.600000000000001","17.739999999999998","18330","86540","36900","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"**","**","62.770000000000003","130560","38.409999999999997","88.790000000000006","59.119999999999997","79900","184690","122970","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"2540","0.96199999999999997","39.399999999999999","81960","23.140000000000001","56.659999999999997","37.57","48120","117850","78140","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1580","0.59899999999999998","41.130000000000003","85560","22.68","65.219999999999999","38.93","47180","135660","80970","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1080420","1000","16.98","35310","8.1600000000000001","29.57","13.369999999999999","16970","61510","27820","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"220","0.20300000000000001","42.299999999999997","87980","29.32","59.350000000000001","40.840000000000003","60990","123450","84950","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"560","0.51700000000000002","25.75","53560","15.24","38.210000000000001","24.219999999999999","31700","79470","50380","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"140","0.13","29.440000000000001","61240","13.92","47.82","28.91","28950","99470","60130","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"2605910","1000","19.789999999999999","41170","8.3900000000000006","36.100000000000001","15.210000000000001","17440","75090","31650","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"160","0.060999999999999999","45.329999999999998","94290","26.890000000000001","64.620000000000005","46.149999999999999","55930","134400","96000","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"3150","1.2110000000000001","36.710000000000001","76350","19.960000000000001","54.520000000000003","37.020000000000003","41520","113400","77010","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"910","0.34899999999999998","28.829999999999998","59970","15.81","44.689999999999998","25.890000000000001","32890","92960","53840","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"432380","1000","18.289999999999999","38030","8.5299999999999994","32.280000000000001","14.49","17740","67130","30140","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"190","0.44700000000000001","27.039999999999999","56230","16.690000000000001","38.119999999999997","27.199999999999999","34710","79290","56570","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"90","0.21199999999999999","23.800000000000001","49490","17.579999999999998","31.780000000000001","22.52","36570","66090","46850","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"914830","1000","19","39510","8.4800000000000004","33.950000000000003","15.01","17650","70610","31210","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"40","0.049000000000000002","41.549999999999997","86420","22.16","72.650000000000006","40.369999999999997","46090","151110","83960","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"910","0.99299999999999999","35.719999999999999","74290","20.079999999999998","53.450000000000003","35.469999999999999","41760","111190","73780","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"140","0.158","36.100000000000001","75100","16.75","55.200000000000003","37.289999999999999","34840","114810","77560","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1127160","1000","20.16","41930","8.5500000000000007","36.549999999999997","15.869999999999999","17790","76030","33000","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"510","0.45300000000000001","35.420000000000002","73680","19.710000000000001","55.619999999999997","34.229999999999997","41010","115690","71190","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"130","0.11600000000000001","37.219999999999999","77420","23.800000000000001","58.43","33.509999999999998","49510","121530","69700","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"612710","1000","21.920000000000002","45580","8.9100000000000001","39.520000000000003","17.18","18540","82190","35740","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"560","0.91900000000000004","37.560000000000002","78120","17.260000000000002","56.039999999999999","38.5","35900","116560","80070","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"190","0.30199999999999999","36.020000000000003","74920","23.219999999999999","45.600000000000001","30.620000000000001","48300","94850","63690","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"3793720","1000","25","51990","8.9600000000000009","47.229999999999997","19.170000000000002","18640","98240","39870","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"730","0.193","54.729999999999997","113830","35.93","76.25","54.009999999999998","74740","158590","112350","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"4030","1.0640000000000001","43.350000000000001","90170","26.329999999999998","64.609999999999999","42.149999999999999","54760","134390","87680","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1300","0.34300000000000003","49.810000000000002","103600","25.75","79.670000000000002","47.310000000000002","53550","165700","98410","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"773860","1000","19.920000000000002","41440","8.5199999999999996","36.920000000000002","15.109999999999999","17730","76790","31430","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"190","0.23899999999999999","47.079999999999998","97930","32.340000000000003","68.170000000000002","43.229999999999997","67260","141780","89920","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"430","0.55200000000000005","33.659999999999997","70000","18.43","51.5","32.869999999999997","38330","107130","68380","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"310","0.39900000000000002","41.960000000000001","87280","17.940000000000001","62.990000000000002","43.990000000000002","37320","131020","91500","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"8542280","1000","25.760000000000002","53580","8.8699999999999992","49.560000000000002","19.190000000000001","18460","103090","39910","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"990","0.11600000000000001","41.119999999999997","85540","20.920000000000002","62.07","40.030000000000001","43520","129120","83270","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"7200","0.84299999999999997","39.509999999999998","82180","20.920000000000002","62.32","38.590000000000003","43510","129630","80260","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"5150","0.60199999999999998","53.640000000000001","111570","21.489999999999998","#","41.5","44700","#","86330","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"3878800","1000","20.07","41750","8.4199999999999999","36.390000000000001","15.31","17520","75690","31850","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"310","0.079000000000000001","45.810000000000002","95290","29.98","66.540000000000006","45.82","62350","138400","95300","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"2620","0.67400000000000004","39.460000000000001","82070","21.41","56.920000000000002","39.979999999999997","44530","118390","83150","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1280","0.33000000000000002","33.479999999999997","69650","19.379999999999999","49.689999999999998","31.719999999999999","40310","103360","65970","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"403290","1000","19.640000000000001","40850","8.7699999999999996","33.640000000000001","16.399999999999999","18250","69980","34110","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"180","0.434","30.93","64340","18.940000000000001","45.810000000000002","31.120000000000001","39390","95280","64740","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"110","0.27000000000000002","32.280000000000001","67150","18.300000000000001","46.740000000000002","30.07","38070","97210","62540","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"5054250","1000","20.52","42690","8.5700000000000003","36.68","16.030000000000001","17830","76290","33350","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"260","0.051999999999999998","46.75","97230","30.690000000000001","64.109999999999999","47.710000000000001","63840","133350","99240","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"4350","0.85999999999999999","36.020000000000003","74920","20.440000000000001","53.189999999999998","35.409999999999997","42510","110640","73660","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"2820","0.55800000000000005","34.579999999999998","71930","18.359999999999999","55.280000000000001","32.609999999999999","38190","114980","67840","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1529900","1000","18.829999999999998","39160","8.3200000000000003","33.789999999999999","14.52","17300","70270","30200","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"180","0.11700000000000001","39.68","82540","26.07","51.130000000000003","39.700000000000003","54230","106360","82570","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"820","0.53800000000000003","30.84","64140","18.420000000000002","46.479999999999997","29.440000000000001","38310","96670","61230","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"430","0.28399999999999997","29.489999999999998","61330","12.68","46.380000000000003","27.789999999999999","26380","96480","57800","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1609900","1000","21.75","45250","9.3000000000000007","39.659999999999997","17.140000000000001","19350","82490","35650","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"30","0.021000000000000001","44.399999999999999","92340","31.120000000000001","66.140000000000001","38.299999999999997","64720","137560","79660","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"1210","0.75","36.539999999999999","76010","20.219999999999999","53.579999999999998","36.859999999999999","42060","111440","76670","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"390","0.24199999999999999","35.469999999999999","73780","22.960000000000001","49.520000000000003","35.670000000000002","47760","103000","74200","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"5596480","1000","21.399999999999999","44520","8.7300000000000004","38.700000000000003","16.780000000000001","18170","80500","34900","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"450","0.080000000000000002","46.909999999999997","97580","27.440000000000001","71.709999999999994","43.990000000000002","57070","149150","91510","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"4590","0.82099999999999995","36.490000000000002","75900","20.629999999999999","54.280000000000001","35.600000000000001","42900","112900","74040","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"2490","0.44500000000000001","36.149999999999999","75190","18.82","55.469999999999999","33.609999999999999","39140","115380","69910","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"453020","1000","23.309999999999999","48480","8.8399999999999999","43.649999999999999","17.960000000000001","18380","90780","37360","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"370","0.81299999999999994","50.859999999999999","105790","36.390000000000001","57.109999999999999","52.710000000000001","75690","118790","109630","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"400","0.88100000000000001","39.030000000000001","81180","24.75","55.090000000000003","39.520000000000003","51480","114580","82200","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"220","0.47899999999999998","37.969999999999999","78970","20.16","58.390000000000001","36.630000000000003","41940","121460","76190","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1796550","1000","18.609999999999999","38700","8.2699999999999996","33.689999999999998","14.52","17210","70080","30210","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"270","0.151","39.719999999999999","82610","29.059999999999999","51.140000000000001","38.359999999999999","60440","106360","79780","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"1050","0.58499999999999996","30.370000000000001","63160","16.800000000000001","46.310000000000002","28.550000000000001","34950","96310","59370","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"790","0.437","30.73","63920","18.699999999999999","46.07","29.850000000000001","38910","95830","62080","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"398680","1000","17.32","36020","8.5600000000000005","28.98","13.99","17800","60280","29090","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"100","0.245","32.399999999999999","67390","17.329999999999998","46.109999999999999","32.950000000000003","36050","95910","68530","Data Engineering"
"2012",NA,"00-0000","all occupations",NA,"2657280","1000","18.899999999999999","39320","8.3399999999999999","33.899999999999999","14.59","17340","70520","30350","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"420","0.157","34.960000000000001","72720","19.219999999999999","46.490000000000002","38.299999999999997","39980","96700","79670","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"1560","0.58699999999999997","34.719999999999999","72230","18.940000000000001","51.68","35.399999999999999","39400","107500","73640","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1080","0.40500000000000003","31.949999999999999","66450","16.620000000000001","50.060000000000002","29.440000000000001","34570","104130","61230","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"10579400","1000","20.969999999999999","43620","8.3200000000000003","39.659999999999997","15.550000000000001","17300","82500","32350","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"1630","0.154","39.240000000000002","81610","16.460000000000001","70.670000000000002","39.789999999999999","34240","146990","82760","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"9880","0.93400000000000005","36.780000000000001","76500","19.489999999999998","55.43","36.409999999999997","40550","115290","75730","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"5400","0.51100000000000001","36.130000000000003","75150","20.039999999999999","54.609999999999999","34.009999999999998","41690","113600","70740","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"1200850","1000","20.120000000000001","41840","8.6099999999999994","36.219999999999999","15.75","17900","75330","32760","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"550","0.45500000000000002","38.969999999999999","81060","24.940000000000001","51.909999999999997","38.590000000000003","51870","107960","80270","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"910","0.75700000000000001","38.43","79940","23.09","55.159999999999997","38.939999999999998","48030","114730","80990","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"670","0.55700000000000005","30.16","62740","17.190000000000001","45.539999999999999","27.699999999999999","35760","94730","57610","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"294090","1000","21","43680","9.4299999999999997","36.259999999999998","16.609999999999999","19610","75420","34540","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"210","0.70299999999999996","31.539999999999999","65590","18.809999999999999","58.329999999999998","27.670000000000002","39120","121320","57550","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"110","0.36799999999999999","*","*","*","*","*","*","*","*","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"3597100","1000","23.82","49540","8.6400000000000006","48.140000000000001","17.609999999999999","17970","100140","36630","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"1800","0.499","56.039999999999999","116560","35.579999999999998","78.829999999999998","53.259999999999998","74010","163960","110770","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"6090","1.6930000000000001","43.969999999999999","91460","22.460000000000001","67.219999999999999","44.409999999999997","46710","139820","92370","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"4640","1.2889999999999999","46.899999999999999","97560","23.239999999999998","72.760000000000005","44.700000000000003","48330","151350","92980","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"2764080","1000","24.59","51150","9.7899999999999991","45.409999999999997","19.469999999999999","20350","94440","40500","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"750","0.27100000000000002","49.229999999999997","102390","31.359999999999999","69.620000000000005","48.409999999999997","65240","144820","100700","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"2600","0.94099999999999995","42.310000000000002","88000","25.5","58.560000000000002","41.979999999999997","53050","121800","87310","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"1980","0.71499999999999997","40.359999999999999","83950","27.309999999999999","54.880000000000003","39.640000000000001","56810","114140","82450","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"710540","1000","17.84","37100","8.1899999999999995","31.98","13.73","17030","66520","28550","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"40","0.051999999999999998","*","*","*","*","*","*","*","*","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"370","0.51700000000000002","26.289999999999999","54690","15.529999999999999","40.810000000000002","24.84","32310","84880","51670","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"220","0.312","32.090000000000003","66750","17.539999999999999","54.649999999999999","28.66","36490","113680","59610","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"2673280","1000","20.149999999999999","41920","8.5800000000000001","35.619999999999997","16.18","17840","74090","33650","All US Occupations"
"2012",NA,"15-1111","computer and information research scientists",NA,"**","**","48.619999999999997","101140","25.969999999999999","83.890000000000001","41.490000000000002","54030","174480","86300","Machine Learning"
"2012",NA,"15-1141","database administrators",NA,"2120","0.79400000000000004","35.270000000000003","73370","19.609999999999999","53.390000000000001","34.780000000000001","40780","111060","72340","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"900","0.33800000000000002","34.520000000000003","71800","22.949999999999999","49.229999999999997","33.420000000000002","47730","102390","69520","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"278040","1000","20.760000000000002","43180","8.9399999999999995","35.409999999999997","17.670000000000002","18590","73640","36740","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"170","0.627","29.190000000000001","60710","18.760000000000002","43.420000000000002","24.48","39030","90310","50920","Data Engineering"
"2012",NA,"00-0000","all occupations",NA,"60970","1000","15.550000000000001","32350","8","27.609999999999999","12.18","16640","57420","25330","All US Occupations"
"2012",NA,"00-0000","all occupations",NA,"942080","1000","13.119999999999999","27280","7.8300000000000001","21.559999999999999","9.6099999999999994","16280","44840","19990","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"350","0.36799999999999999","22.82","47470","11.52","36.229999999999997","21.27","23960","75370","44230","Data Engineering"
"2012",NA,"15-2031","operations research analysts",NA,"110","0.11799999999999999","26.699999999999999","55530","9.4700000000000006","45.299999999999997","26.059999999999999","19690","94220","54210","Data Analytics"
"2012",NA,"00-0000","all occupations",NA,"40660","1000","17.75","36920","8.3599999999999994","31.890000000000001","13.890000000000001","17380","66340","28880","All US Occupations"
"2012",NA,"15-1141","database administrators",NA,"30","0.77200000000000002","29.82","62020","20.41","36.82","31.309999999999999","42450","76590","65130","Data Engineering"
"2011",NA,"00-0000","all occupations",NA,"1809420","1000","18.84","39180","8.2300000000000004","34.18","14.35","17110","71100","29850","All US Occupations"
"2011",NA,"15-1111","computer and information research scientists",NA,"530","0.29499999999999998","50.399999999999999","104830","34.210000000000001","69.340000000000003","49.390000000000001","71150","144230","102730","Machine Learning"
"2011",NA,"15-1141","database administrators",NA,"1380","0.76300000000000001","31.079999999999998","64650","18.219999999999999","48.950000000000003","28.890000000000001","37890","101820","60090","Data Engineering"
"2011",NA,"15-2031","operations research analysts",NA,"800","0.441","40.590000000000003","84440","20.780000000000001","62.850000000000001","40.270000000000003","43220","130740","83770","Data Analytics"
"2011",NA,"00-0000","all occupations",NA,"313170","1000","24.800000000000001","51590","9.9700000000000006","43.899999999999999","20.649999999999999","20730","91310","42960","All US Occupations"
"2011",NA,"15-1141","database administrators",NA,"190","0.59899999999999998","38.200000000000003","79460","23.66","52.950000000000003","39.670000000000002","49210","110140","82520","Data Engineering"
"2011",NA,"15-2031","operations research analysts",NA,"70","0.215","31.899999999999999","66350","19.43","48.549999999999997","31.68","40420","100980","65890","Data Analytics"
"2011",NA,"00-0000","all occupations",NA,"2380200","1000","21","43670","8.5999999999999996","39.189999999999998","16.399999999999999","17890","81510","34110","All US Occupations"
"2011",NA,"15-1111","computer and information research scientists",NA,"250","0.105","46.549999999999997","96820","28.530000000000001","63.460000000000001","46.079999999999998","59330","131990","95840","Machine Learning"
"2011",NA,"15-1141","database administrators",NA,"2740","1.149","34.609999999999999","72000","20.329999999999998","52.520000000000003","33.460000000000001","42280","109250","69600","Data Engineering"
"2011",NA,"15-2031","operations research analysts",NA,"1320","0.55500000000000005","32.359999999999999","67310","19.789999999999999","50.329999999999998","30.140000000000001","41150","104690","62680","Data Analytics"
"2011",NA,"00-0000","all occupations",NA,"1139670","1000","17.469999999999999","36340","8.1799999999999997","30.359999999999999","13.68","17010","63150","28460","All US Occupations"
"2011",NA,"15-1111","computer and information research scientists",NA,"**","**","43.68","90860","31.77","62.960000000000001","41.829999999999998","66090","130950","87000","Machine Learning"
"2011",NA,"15-1141","database administrators",NA,"1070","0.93600000000000005","31.68","65900","19.93","44.390000000000001","31.489999999999998","41450","92330","65500","Data Engineering"
"2011",NA,"15-2031","operations research analysts",NA,"270","0.23300000000000001","24.82","51620","16","35.409999999999997","23.050000000000001","33280","73650","47950","Data Analytics"
"2011",NA,"00-0000","all occupations",NA,"14038950","1000","24.960000000000001","51910","9.0399999999999991","48.770000000000003","18.52","18790","101450","38530","All US Occupations"
"2011",NA,"15-1111","computer and information research scientists",NA,"5590","0.39800000000000002","55.990000000000002","116460","28.530000000000001","81.959999999999994","54.829999999999998","59340","170480","114050","Machine Learning"
